CpG_Site	Coefficient	Mean_Beta_Value
cg23606718	7.1843578562094	0.161745527552436
cg00759807	-0.262608573021351	0.6774831250978035
cg13785123	0.0083824554691551	0.5069084901105491
cg05351257	-2.34014083523564	0.0837904534462643
cg10151367	0.382712883312566	0.2220184241214263
cg22452230	-1.07272288792031	0.4266228260731562
cg01235820	0.0176998617681809	0.5635280270004379
cg27617225	0.278926488653146	0.5872665419409273
cg27314569	0.294672139243546	0.1967616228030889
cg19004465	0.785068562711018	0.9188849163528048
cg21845957	0.400526457188146	0.1681634055879253
cg07951347	-0.185083572715787	0.1124660987714539
cg22894896	1.13168877249437	0.4799374071818795
cg25212131	0.0701292268970281	0.6812496524588281
cg15033140	0.303511019339299	0.7459289827516686
cg18667659	0.337530063855852	0.5368440782760858
cg09605494	-1.55589259402367	0.1063103640334963
cg04945331	-1.33344977194171	0.0831078498298514
cg08796240	0.0766634545689282	0.7627387401664549
cg27344587	0.0821057358937422	0.1132653518648002
cg10253847	-0.201101002462289	0.1436056123665514
cg03306615	0.115020222757758	0.6459212380992518
cg24505618	-1.14519243399402	0.1131789210424796
cg22796507	-1.0642039522831	0.0909913475140419
cg05714552	-1.88334930961199	0.4207546627753286
cg20809087	0.644793760200285	0.0968990893194656
cg09410607	1.19765052324982	0.0454318057719272
cg17757602	1.57622930364338	0.0495476978769632
cg14704921	1.0610697957385	0.072775584947576
cg24750513	0.0166954155657913	0.7135310230018052
cg16703882	2.31280559881472	0.1062994717040429
cg21927946	1.30629316238549	0.0885727179788448
cg14514483	0.60791009659789	0.7059250218634378
cg23904955	0.123423130577585	0.6301267203754216
cg17384889	-1.18814707929932	0.1472901299404338
cg09984392	1.6673300657461	0.1686394030482192
cg22382836	0.468371937301839	0.5302099202060121
cg04021697	-0.353064197917196	0.0966934415313659
cg16000989	0.0403247862737436	0.5926070158769707
cg12307638	-0.0070604522411916	0.6935049761447951
cg11039694	0.163991420913918	0.1363084007688087
cg04328762	-1.40062268759822	0.0771257384830322
cg01620164	-1.3861777110642	0.6084319298627597
cg00135497	1.16566368761109	0.868926375116737
cg00593900	0.0914436990192062	0.2149052452955962
cg21139325	0.0622038784666301	0.6904601427638337
cg16061228	-1.37982335989053	0.7562302045561218
cg00664406	1.09827074902612	0.476558408066837
cg14660788	0.342285353856703	0.7019914048706382
cg14692377	0.849345560378176	0.1702632068595773
cg04462774	1.24659109260233	0.7906265279154504
cg10244666	-0.157748739258944	0.9389931164982108
cg00001583	-0.166219307835887	0.0992116374899354
cg10107890	0.0925824392704193	0.6492584679183409
cg23039195	0.312756815254842	0.1244863808378275
cg14481208	0.221790622965025	0.4154045138519281
cg08770961	-0.233684679978557	0.67995451869628
cg09692396	-1.10730387775832	0.3359522541216909
cg00143364	0.146554678659106	0.6869608652836631
cg21570988	0.481810527313596	0.214394027056106
cg24151926	-0.17821780196237	0.0836946580396428
cg21467614	-1.62082585863699	0.1799778523865964
cg19227031	-1.09941817975711	0.583520819779369
cg08428292	-0.371619528541342	0.6303806286168696
cg05991454	1.41181232306444	0.1640177343043264
cg02519751	0.193096410909772	0.2359939690459938
cg06419846	1.80247621358741	0.874854265314015
cg17100943	0.422358931926945	0.5046825700890215
cg09224393	-0.0612009937811169	0.6934514554833895
cg16480692	0.257754692514313	0.0381008696765058
cg19127283	2.01898750967753	0.0537421257937788
cg16448702	0.0048035716522846	0.7587165368666122
cg02711397	0.369630141834747	0.1898445180735195
cg11324116	0.497209061147202	0.2718550260717053
cg07687131	0.0993511406115286	0.2290177046849121
cg13609385	0.631015943480171	0.794791024348005
cg26775087	0.0473245697179385	0.7748371138994528
cg03054277	0.491582506322703	0.8210655059433215
cg04400972	1.5208419778967	0.1869244590800411
cg09867669	-2.24703858873354	0.9336533761139432
cg26612409	1.62963885523342	0.8235849241061378
cg11714320	-0.975542010610478	0.1865412364263637
cg15046818	0.0624116267430232	0.1173803008902674
cg04748223	-0.140943328362925	0.5367611019807247
cg15027907	-0.614187096512317	0.1890456041047071
cg22703659	1.11286129582257	0.0509209986489616
cg06782035	0.362856890668555	0.1372856799781942
cg16941122	0.361040225756271	0.4149101691261666
cg03614193	0.522058489711995	0.2798291600408183
cg09693106	0.0988570927406299	0.1942874990902353
cg22708738	1.12566182248348	0.1627338968225945
cg07207652	0.706674586656181	0.7083610333480159
cg04036049	0.654697959004264	0.5194033146430379
cg26985878	0.0375479750223122	0.5838667390570346
cg05677062	0.810130643590605	0.5437473036409097
cg23169957	-1.55400173773108	0.2008646649431265
cg13247398	-0.694903007645752	0.30067624795252
cg15311822	0.353617718379289	0.1263946873270318
cg25482146	-0.191567772805874	0.6128822722904851
cg20294304	3.18125985276538	0.1222386053155089
cg14781189	-0.238922567664443	0.169649001531672
cg01022974	2.01689726827474	0.1466876813700577
cg16860882	-0.193544324945038	0.7538587325549468
cg18406197	-0.442522885212155	0.0759661357243403
cg13673164	0.92301537902843	0.0922789157762752
cg07544187	1.14731592016507	0.1171039794287541
cg01242348	0.0643141654813024	0.6721944187277683
cg01435643	0.433575478841574	0.4741055130694352
cg02891728	-0.920900023821909	0.7743216301204912
cg06815976	0.406074673482866	0.4477714275393185
cg19732154	-0.756865060697325	0.0895061761597872
cg09520857	-0.28174244279488	0.8554044064125071
cg22904711	-0.505353959810542	0.6113735266832697
cg25514148	0.568142020925511	0.646017756310533
cg04599026	-0.109354557714339	0.1233532359775198
cg04937184	-1.10398556179462	0.3259721103902888
cg10071824	-2.3159629612337	0.0658501466636532
cg23461615	0.220435810328898	0.1573049587150294
cg19809499	-1.25630456748245	0.049552957122258
cg20315346	2.60265234039311	0.0457944587053286
cg08939850	0.180192715070092	0.4589585102468801
cg06957447	-0.894169799596575	0.1342438065126042
cg08928882	0.967854659038489	0.0614458682957437
cg24531022	1.60597767866748	0.122466080186015
cg05790451	-0.236010808116364	0.3016882538857723
cg16745829	0.365807583092775	0.0719992505455963
cg12889594	-1.87495186291028	0.7128323472421886
cg18942934	-0.493383098733205	0.6038559723005351
cg26967842	-0.424122785422732	0.407770597428687
cg00220952	3.65783642296156	0.0414198890025325
cg09977718	-0.320995624862221	0.7786743124957368
cg21205288	-1.10842961030479	0.8467239120602127
cg07739179	0.446444697937831	0.3638066059119895
cg17801295	0.366887259979184	0.8772575696718715
cg16409562	-0.253326898066571	0.6026986968155232
cg04137490	-0.355488244776378	0.8764284524392053
cg18146737	-0.463814797150424	0.8933583544431777
cg20426994	0.543030752026138	0.1216607224500046
cg14315334	-0.317502668040126	0.1815962958893419
cg07336350	1.57041373286343	0.2574168708273339
cg23781334	-1.13224180001273	0.9012097403780378
cg03485674	0.920936892801433	0.4003093783928172
cg15638292	-0.14046946194656	0.6000721943210584
cg22158769	2.81763262566218	0.0517749818392778
cg03120289	-1.83385292859701	0.0548217963978938
cg13786089	-0.0639484723668164	0.1336402124341642
cg11766468	1.25167832179766	0.8056292364770862
cg18807071	-0.445892147308839	0.0787081517901592
cg19220719	-0.412454888132602	0.2306051888151793
cg26656658	-0.330696951466788	0.5993042301200958
cg23995914	1.22358258318369	0.2244915343352615
cg18062721	-0.682503578012096	0.4886868843518864
cg11580676	1.19783658685996	0.8826797600241935
cg03277049	0.334293519226216	0.4640924428000055
cg00548708	-1.36199548851012	0.1559197898686687
cg08097614	-0.998350647170341	0.130887354592438
cg04027548	-2.36672380731125	0.4865131147783812
cg26307926	0.101374445508635	0.1205936284511622
cg21558509	-0.201702157986085	0.7567514020188564
cg18369516	-0.102776987453785	0.416648020076477
cg21158737	-2.59614021761657	0.8657211452304725
cg10375078	3.35958683001786	0.0594880610271586
cg23040424	-0.733936954210597	0.5346543742240407
cg06381803	-0.100207326687051	0.5372885595878375
cg12058372	0.164563948978039	0.7109310878979999
cg16909962	2.06174218229422	0.0498152633916879
cg26296488	-0.393924381727458	0.1948745039832638
cg16659510	-1.82918610605792	0.8044341448910177
cg10909801	-0.351535894647162	0.6819078755538585
cg06965409	-3.74229729867248	0.8500299820132257
cg17471939	0.178041626443426	0.4451262476591613
cg13868216	0.0264206523241551	0.9209466782482708
cg17189465	-0.18161419143679	0.0783408534798183
cg10947408	-0.627878719224106	0.0987380637763669
cg11970204	-0.347747953464559	0.402263251356763
cg12807330	-1.37595483990372	0.8577563434859735
cg16938363	-1.00102839914493	0.0936776868350458
cg01867395	0.538744368512173	0.3489470905244095
cg08424749	-1.62737025476424	0.2588413386708884
cg14036830	-0.725237133026999	0.1284917608404827
cg16226962	-0.419689965377022	0.2344541414988976
cg13523236	-3.29476123219674	0.8983096270275002
cg00159523	-0.0258450718753902	0.2692702932229719
cg19029181	-0.0166337876148931	0.2129295595681906
cg26916576	-1.86776723528314	0.9530285330125242
cg05800339	-1.3405981522888	0.6817009764663693
cg06829686	-0.513530877538079	0.0805737404643879
cg27365627	-0.278208038779242	0.8398088114366784
cg11183227	-0.520611156394443	0.7513785779152155
cg08136809	-1.01032801217299	0.266714178273342
cg11609556	-0.104352762371738	0.5290032375949925
cg21709871	0.110252742328353	0.2899124214041439
cg14993283	-2.63519140544813	0.2178738491954068
cg18337222	-0.603670603733708	0.2150472044649892
cg14441480	-0.0391165119397648	0.4925117988694893
cg27493411	-0.876636218416159	0.4856700676223767
cg15168727	-0.745471756636553	0.3163442869604994
cg09848638	-1.45217363720664	0.7609320794012686
cg11051055	0.235857818282372	0.1651460673980714
cg26110883	0.555523572981283	0.1063963557379251
cg22139166	1.13138096409223	0.1887911102751721
cg00794400	-0.453702221313275	0.1547906956190688
cg16053651	0.357346622162998	0.7964951910444327
cg22994198	-0.0704644778248232	0.3062835694526156
cg16419235	2.89779267331321	0.187455515603155
cg22521333	-1.98414434417657	0.935540436379396
cg27274542	-0.203316057124305	0.2332437499410036
cg26445541	-1.56496078805434	0.789200848114734
cg06889971	0.813395869605882	0.780424823152769
cg03575969	-0.818748299366597	0.6587192038990485
cg21030719	-4.00667117785396	0.0619697579327588
cg17243628	-0.884966990756229	0.7245903164151827
cg12546181	-1.25821660664515	0.0448366521635846
cg02367696	-0.4746671833701	0.1979517901914836
cg04164838	-0.056498159915046	0.1873480689779374
cg21638161	-0.0348093759375274	0.0896833034423639
cg13381984	-1.00964180167585	0.4163451198977235
cg09636302	-1.26820140194271	0.592673121865204
cg08708229	-0.0314764929720339	0.0805925069675752
cg02631838	-0.866834515774547	0.1303249275860331
cg08621778	-0.117778581699184	0.586500335517118
cg10655021	-1.15629734913798	0.0875995789003761
cg16284674	-1.12877243632482	0.8681775151651723
cg12227172	-1.64135768940608	0.1702003178246854
cg17540192	-1.28213300964265	0.8068225127553094
cg26664161	-0.195824939543442	0.0840408636453215
cg14644204	-2.26125118571453	0.4015027673815797
cg22821355	-0.143370632608252	0.3916787336288741
cg06594404	-2.82089593145079	0.2787504981781151
cg10148764	-0.332148414433855	0.2314281404438497
cg06893273	-0.659358612466678	0.4993113582888271
cg15243578	-1.33283689394576	0.5011738872208468
cg09050670	-0.697192947895648	0.2370265890024666
cg16047279	0.286169750044117	0.4376575486338808
cg02001279	-0.410340027425888	0.1787091535531021
cg01942790	-0.849606106490775	0.8814341114741631
cg05997730	0.0178163166234827	0.769008056662273
cg21869046	0.344599919138761	0.3905673436980555
cg14562426	-0.256404123827442	0.6153121366898956
cg18043267	-0.123901575155933	0.1822234790150945
cg07140497	0.0161667635198378	0.746142269097248
cg07201996	-0.324020792241605	0.6991653859280125
cg26354128	-1.44475373038276	0.1505763035831943
cg25778262	0.566836453714718	0.3033114028120772
cg06744585	-1.27735448681644	0.5438026200422632
cg03036557	-3.13215620675115	0.0489682633775348
cg18956549	0.147844845831845	0.095333679398202
cg14811319	-0.270857115469006	0.5604446311878344
cg11717597	-0.641926441339313	0.467553224828995
cg12348202	-1.43619067410746	0.2419147770775949
cg12473406	-0.670808312734584	0.1310263140196756
cg22608646	0.582033660347313	0.6038652960289583
cg11145772	-0.465543762461638	0.495257086246419
cg08876481	-0.450499582813409	0.7963250277109352
cg10276227	-0.655383165141158	0.0672999212269448
cg27561907	-0.127287673673005	0.5323431809137342
cg05675373	-0.409792065474928	0.1182162861681015
cg23189410	-0.4368070836278	0.3280938926384946
cg13458609	-1.50509279014113	0.7802712351322737
cg24695071	-1.09400715530038	0.6823122286789159
cg01975495	-0.963082358206118	0.340662616267176
cg19051213	0.0014120523215395	0.6581254346560839
cg08801479	0.62589380026075	0.8138189061819261
cg17469479	-1.19309728757122	0.6753825802709298
cg24789467	-0.563841870665336	0.4043153685037944
cg19977966	-0.746614472395495	0.1283869958418457
cg05412028	0.372066827887278	0.1798446637620694
cg07895132	-0.908304978470022	0.4139101725143872
cg22365240	0.0532631335349912	0.5215189091813504
cg01323777	-0.0237044636484457	0.8233327589874039
cg04977528	-0.405450374923872	0.6226503725173395
cg01890836	0.0351305214942011	0.5687462903630186
cg19163067	-0.630549494675955	0.5219625604463229
cg13285174	-0.60826065312052	0.5264512084434154
cg18247055	-0.773926267373972	0.1073690520151112
cg27578811	-1.27289882497248	0.2156841683804718
cg13026550	-1.35703326559303	0.8561455018920945
cg22169990	-1.69884195604455	0.3497050692514896
cg13307058	-0.638873660702195	0.3112878711080721
cg17783401	0.266005360430364	0.0853355325182969
cg12681784	-0.621154255012347	0.803078358159272
cg22985172	-1.00822744868019	0.5813161752698831
cg12468774	-0.405973773689727	0.5686415168178748
cg08183425	0.650164313877451	0.7233319616792613
cg11409350	-1.12867940621787	0.8075734110635792
cg02010738	-0.532470530330454	0.3838970930128513
cg14858786	-4.85830392138907	0.9518881318568284
cg10900641	-0.744861325752851	0.7203783764258669
cg13832604	-0.869145562323043	0.6860110083612493
cg24612059	-1.19853857449181	0.9587187993116988
cg01135780	1.65515049559153	0.0623395428991482
cg18643199	-0.145181237577616	0.6473065107729609
cg26578983	-0.305009948824739	0.5154110201766047
cg18126442	-1.78829394066944	0.1150161772664092
cg13983686	0.28419961184028	0.1689935201853819
cg04047221	-0.645441549007624	0.1110141359066123
cg24159247	-1.665262559018	0.3057683971539851
cg06505619	0.801689723866692	0.7373217051408768
cg27287951	1.24801118736469	0.906309180835861
cg09854615	-2.39071615556539	0.616546606026577
cg18279094	-0.0835062994001473	0.1977777610623246
cg26751645	-0.078042500701825	0.3599786076635108
cg11868595	-0.701269009339301	0.8577800106540525
cg16830930	-0.233308567813191	0.4068752098259551
cg18034295	-0.391834567954431	0.7441927363522584
cg14245804	-0.330999559534788	0.2180677423288243
cg17017591	0.139002056833454	0.3617688129160303
cg09482050	-0.853078199844157	0.6459434953912675
cg18468088	3.5987266179708	0.1735140995130876
cg09578937	-0.650461367950903	0.8605081991987409
cg19025811	-1.77251472632008	0.6138857289630189
cg08327269	0.185820919948255	0.0571490784586242
cg25276892	0.658083929025434	0.6801316421731948
cg27466532	-1.51648764938653	0.5193751543492033
cg08079908	0.614187894790387	0.1500200204934878
cg05196366	-1.77169260051846	0.1160075186917161
cg25967031	-0.370115843292624	0.8062734863746571
cg13980609	-2.06562976681173	0.346326118933241
cg23060513	-0.879439962482946	0.6960368008018846
cg12226028	-0.747819126087581	0.3757364044969443
cg24543696	-0.184761737710635	0.133581741068403
cg23998119	0.0926282798251104	0.2623619331792469
cg10690919	-0.119046286195352	0.8687225161149805
cg08386692	-0.0669611088026823	0.2750790301117404
cg08690859	-0.687221921402861	0.1492538208928105
cg12229367	-0.712923107033096	0.8425347768062794
cg07957458	-0.974926456555572	0.8788192125961084
cg08973950	-0.208477216431175	0.5143913473590522
cg01915516	-2.35418257613272	0.0992907317612421
cg16080125	-0.0017497246823109	0.3563181066998059
cg10137837	-0.024557189688165	0.3085916774626188
cg05978306	-1.45434693546519	0.4193914202599367
cg23471393	-0.410882471997671	0.6509066572521222
cg25792518	-0.395090315110453	0.6185444203293101
cg10729426	0.0663370610673473	0.1640111130456332
cg14066298	-0.586824691501455	0.4924467195781786
cg13439596	-1.65947237205703	0.2905796174033828
cg17480760	-1.31515689700942	0.1137304822303432
cg15296767	-1.77372576693075	0.3446692103028039
cg23305899	0.0502550860960375	0.7445118244629946
cg06078467	-0.318980828528042	0.7861766291358774
cg24852565	-0.569273442435981	0.831443470923408
cg08957484	-0.359058779516234	0.3881456600732929
cg09667606	-0.922686514886583	0.5484633868125608
cg04218812	-0.511717725377809	0.0820539343884306
cg24436906	0.103296694418589	0.2874317541852618
cg02016130	0.36333360697397	0.2337176563222718
cg19172447	0.678299989985496	0.9159553361793964
cg17484671	-0.506363733075294	0.123697713335873
cg11082362	3.22949041315798	0.0411936361600657
cg25078444	0.0023037802847062	0.1284498938197373
cg25499099	-0.884468217973826	0.1988253948249467
cg18964590	-0.253487094077887	0.6010977101159691
cg15030849	-0.372082783148718	0.2077261862878867
cg16641055	-0.226772772643284	0.642273510203104
cg15971496	-0.382787452354361	0.800936946262729
cg02863489	0.354381244703465	0.0597483434372656
cg14228484	0.170124285423735	0.8316595517266199
cg27552679	-1.57191969647909	0.144502071269936
cg06125903	-0.134849590147896	0.5478539265865006
cg26746936	-0.473422190176183	0.162545997871767
cg24928391	-1.28227182625143	0.1039450619683673
cg06970884	-1.76042061624756	0.2025881782034282
cg11969813	-0.0674114381753877	0.6687020664196648
cg01055696	0.360082185439907	0.7633753228666624
cg06894628	-0.211631096186446	0.5954792058062092
cg23934927	-6.3332801252635	0.0564214826278587
cg26073542	-0.512600717770947	0.7509590322401728
cg10505257	-0.167558895628948	0.6237922175231041
cg07573872	0.557225351687679	0.7153265903760356
cg13876222	-0.553109702302943	0.7067739891383743
cg02869559	-0.958823501443766	0.453021897911702
cg14352586	-0.840342511219516	0.3958457560696437
cg17163527	-0.0561996788577543	0.2135728260484644
cg05118960	-0.704434991470636	0.7973468794138435
cg14338526	-1.10925135124699	0.791801798463657
cg16312514	-0.273093277772051	0.3060463890035141
cg02577387	-0.15242706879525	0.4881720258828371
cg04875128	1.42452909813986	0.1711205439405159
cg14203118	-0.0769295735654272	0.0605960980305668
cg17010827	0.158440829021509	0.6660187716020095
cg03776506	-0.002142628813511	0.912516252612296
cg07134632	-1.17776572528845	0.6861150120328036
cg26675395	-0.0006162644713268	0.5088379533376133
cg13300273	-0.506667428131978	0.2862998983973305
cg02097604	2.33517250999945	0.8308326397702226
cg16776981	-2.09117573460059	0.4974649483816244
cg08358907	-1.21565636022805	0.4018090587806191
cg02867242	-2.11391891496531	0.88287496468535
cg21469707	-0.318890893129346	0.9356982944316818
cg13498289	-0.555116789771322	0.0463748817148613
cg11299854	-3.29484582926202	0.0601015341138326
cg10366093	-0.851345593188071	0.1904693399199136
cg06765217	-2.89839878713435	0.0961502867149902
cg23632752	-0.723472381449069	0.6020529083074826
cg07068382	-0.652011838928034	0.3632341681894305
cg21182108	0.0766932223572612	0.7466874331397962
cg08380252	-0.330574998927927	0.2528131960721536
cg07675031	-0.86661267032076	0.3458234606954
cg23346544	-0.658395380212866	0.141240998453768
cg17285931	-1.00393810240844	0.6393173418397615
cg18655522	-0.266038575099158	0.6462445616920297
cg16615829	-0.478324518229341	0.4658029919377967
cg03581459	-1.37321677698195	0.2929305224994167
cg12530994	-0.409802794430259	0.0924926319279845
cg11900509	-0.0018330459365618	0.650007663828705
cg20299697	-0.182997791146697	0.5722413073195083
cg11705975	0.732746381469384	0.4556626720729888
cg23368787	-0.134773485949922	0.3446331808738027
cg09126090	0.0346331484519705	0.7528143051779034
cg03301200	-1.12432205628204	0.0863614697963914
cg01101459	-0.961945699446374	0.7554189872308885
cg07522194	-0.080473169102924	0.8803614863942656
cg15996534	-0.0299404241388151	0.5600717459530291
cg12946660	-0.114851526914115	0.2943987420317011
cg24830730	-0.164416510521249	0.4945557210644858
cg26963277	0.0364510048150821	0.8611055977302414
cg07553761	2.42029214017816	0.4443435323344975
cg02231404	-1.38279215259294	0.5749849874863882
cg16019898	0.0996934886256963	0.1641994984263688
cg12800803	-1.35827988494645	0.190301664984176
cg22084642	-0.083892404315057	0.2085833108534819
cg14911690	4.08156069337938	0.045841807666922
cg13832290	2.70500648729804	0.73573080814237
cg05650846	-0.215495908759524	0.4751781009686718
cg02085507	0.020803040284068	0.5804190020623787
cg09401099	0.184348069943539	0.1479170212750081
cg02150077	-0.811568468199102	0.5946592255549069
cg21186299	7.64417576796117	0.0445041459762476
cg11738976	-0.291810118442726	0.3493992582068495
cg25397922	-0.789536703693715	0.160132717182225
cg06105699	-1.361416839661	0.5043762296210142
cg01571001	1.55830380797231	0.7472805567771881
cg10864319	-1.94405666840488	0.127300413603424
cg23051349	-0.0750382827990553	0.3094071832534276
cg12634306	0.266322490008975	0.7020397537087032
cg19283806	-0.843045429487751	0.3073201100962335
cg19721065	0.0077343780158265	0.6995005248888676
cg13389502	-0.582444253720429	0.5426263606518495
cg07159958	-1.38930580328512	0.2492760629250726
cg09887059	-0.225238108478046	0.2161413669172141
cg18318878	0.343679816006363	0.1404415165669883
cg13187188	0.73542436956757	0.8000017033026182
cg23901918	-0.31649926013122	0.2755698134972996
cg16038120	0.262822988188299	0.1523696080288413
cg16497398	1.22752639538135	0.7560843117220386
cg10111599	0.0829733060326624	0.7736628387516092
cg15900248	-3.48044614731261	0.1576852375194223
cg14349763	-0.730898554285547	0.52882393890063
cg15701612	0.818527438412026	0.7620756721410857
cg23471348	-0.161869701876687	0.7491109177233539
cg13782301	0.273111097898918	0.319108947470197
cg15071611	1.20654576348262	0.0397185020130475
cg12685846	0.717867791305494	0.1441824851019993
cg05576245	-0.0514676821319547	0.3881236498431101
cg08934126	-0.0321283450812621	0.2885589130601702
cg00033551	1.14191229229404	0.8333613731774088
cg24862514	-0.0205779586213622	0.1187167928326578
cg12071888	-0.131530101498943	0.1790190320902581
cg11176990	7.55227923016592	0.0576605023212703
cg05661282	1.14128002864101	0.0724685562240872
cg03899510	-0.561691655908852	0.4802101381342586
cg12013591	-0.088765577255133	0.167020010114971
cg21228424	0.452505425552189	0.8931417062541958
cg16481791	-0.467712869174853	0.1029141897463619
cg06829968	0.248936459455994	0.071258983896282
cg14556303	3.23064744328683	0.0448288662569469
cg25933341	0.70435087715248	0.102034278080895
cg03126058	-0.6553599110198	0.7367526229103659
cg22268271	-4.1525660252883	0.0766817555916539
cg21159993	-0.688748928197895	0.1530432039387377
cg05542681	0.963010298235636	0.2259102017711867
cg11204212	1.0356124980764	0.3635434904774527
cg10501210	-6.50976277224965	0.6998950526289454
cg17694795	0.17876064756692	0.1786418496522943
cg03512248	0.0552850236693806	0.6540830141281383
cg00711896	2.03166009527842	0.8525741475438655
cg16832267	0.725635648389845	0.0786261623725826
cg06749872	-0.214833785211728	0.6605637707859005
cg08186900	0.0919388711495074	0.4630725681757385
cg07171111	3.75601152662346	0.0578611651551467
cg07962934	0.112476714935509	0.8412101620531177
cg01574513	-0.27326269879638	0.0650757943251218
cg14176752	0.0500474459379765	0.2141111177011656
cg08387014	1.08733720854306	0.881869192009312
cg00448707	1.02062712170469	0.7420452014862328
cg04848343	0.0125122383617192	0.6271542164424646
cg18322569	0.325083286660069	0.2279867898056506
cg03655395	-0.506660079790133	0.3697719842739623
cg09022921	2.77538350792535	0.9514555235424546
cg22353329	5.86383955014387	0.1096120312707245
cg01877778	4.35825764233761	0.914771928861328
cg20569855	0.280096512996011	0.7453751133793848
cg23575858	0.10037961058996	0.7668415032646114
cg08377398	-0.591549161671181	0.0491832809040496
cg18316974	-0.0061966799672229	0.8982600561965605
cg06700146	0.990760468522509	0.1128625097138135
cg00779065	0.720752941421672	0.1886620979993177
cg17511968	-0.413682195174919	0.1469162863356759
cg13473356	0.556422032371401	0.0772831365710765
cg13322252	-0.347752113498313	0.2212600822511428
cg17158913	0.788012750893905	0.753726034169441
cg06391982	1.38861988556779	0.3674332850548094
cg23752923	-2.56721366138171	0.044185380827241
cg04749646	0.563167448040097	0.1093272687899239
cg17386710	3.46839613629106	0.8865838825835197
cg08039301	1.99252635696506	0.1512416153461243
cg09515953	2.24546080533205	0.1354725413962519
cg21383487	0.570564817489768	0.1281976617273752
cg07804973	0.688210619901653	0.6290051396938244
cg18556834	1.72791862278411	0.1235843487170173
cg15970666	1.10417409224364	0.1325187103022004
cg11930114	0.388737914288875	0.0742483813927362
cg20493718	1.77531225364586	0.828217300659171
cg03931865	-0.113318889903323	0.6778805455068097
cg10967866	0.177582350840303	0.6128746424616407
cg20625967	0.201905217034463	0.916537606582898
cg13939055	0.198693554440001	0.506463827143602
cg15341124	0.562238342268577	0.4421090635216684
cg04074140	0.394600838178742	0.0714282789147313
cg18280125	2.75495198349073	0.9147768508344444
cg11909748	0.88138430144232	0.3521991019337911
cg23220823	-0.304006187026837	0.3322700476746889
cg27375378	0.348797379762721	0.3152570487562421
cg26685941	-2.10601877766058	0.2045629198186317
cg19821713	0.182917072093918	0.332012694509396
cg01542019	-1.0778960297545	0.6046994487163385
cg23043544	0.256930211878478	0.5698188657682532
cg14851263	0.160797481882667	0.7065186536584108
cg22434506	0.0292818863101576	0.8680748651986695
cg26003909	0.444518625437409	0.5864875792669082
cg02051239	0.126590401721452	0.1822844882880415
cg06784991	4.8961027090245	0.2035324655177346
cg07047570	0.310953278835009	0.2564820939269133
cg09965668	1.21545462927617	0.9144531266913288
cg04212285	0.608362962286584	0.7328048383909986
cg26330518	0.878112292296814	0.0698009375736712
cg01510388	0.960354886964482	0.4422167988120691
cg09084391	1.24293524403084	0.871410445923163
cg16385335	-0.101181354945688	0.6348697100419652
