Variable	Coefficient
cg16860882	-0.193544324945038
cg18406197	-0.442522885212155
cg13673164	0.92301537902843
cg07544187	1.14731592016507
cg01242348	0.0643141654813024
cg01435643	0.433575478841574
cg02891728	-0.920900023821909
cg06815976	0.406074673482866
cg19732154	-0.756865060697325
cg09520857	-0.28174244279488
cg22904711	-0.505353959810542
cg25514148	0.568142020925511
cg04599026	-0.109354557714339
cg04937184	-1.10398556179462
cg10071824	-2.3159629612337
cg23461615	0.220435810328898
cg19809499	-1.25630456748245
cg20315346	2.60265234039311
cg08939850	0.180192715070092
cg06957447	-0.894169799596575
cg08928882	0.967854659038489
cg24531022	1.60597767866748
cg05790451	-0.236010808116364
cg16745829	0.365807583092775
cg12889594	-1.87495186291028
cg18942934	-0.493383098733205
cg26967842	-0.424122785422732
cg00220952	3.65783642296156
cg09977718	-0.320995624862221
cg21205288	-1.10842961030479
cg07739179	0.446444697937831
cg17801295	0.366887259979184
cg16409562	-0.253326898066571
cg04137490	-0.355488244776378
cg18146737	-0.463814797150424
cg20426994	0.543030752026138
cg14315334	-0.317502668040126
cg07336350	1.57041373286343
cg23781334	-1.13224180001273
cg03485674	0.920936892801433
cg15638292	-0.14046946194656
cg22158769	2.81763262566218
cg03120289	-1.83385292859701
cg13786089	-0.0639484723668164
cg11766468	1.25167832179766
cg18807071	-0.445892147308839
cg19220719	-0.412454888132602
cg26656658	-0.330696951466788
cg23995914	1.22358258318369
cg18062721	-0.682503578012096
cg11580676	1.19783658685996
cg03277049	0.334293519226216
cg00548708	-1.36199548851012
cg08097614	-0.998350647170341
cg04027548	-2.36672380731125
cg26307926	0.101374445508635
cg21558509	-0.201702157986085
cg18369516	-0.102776987453785
cg21158737	-2.59614021761657
cg10375078	3.35958683001786
cg23040424	-0.733936954210597
cg06381803	-0.100207326687051
cg12058372	0.164563948978039
cg16909962	2.06174218229422
cg26296488	-0.393924381727458
cg16659510	-1.82918610605792
cg10909801	-0.351535894647162
cg06965409	-3.74229729867248
cg17471939	0.178041626443426
cg13868216	0.0264206523241551
cg17189465	-0.18161419143679
cg10947408	-0.627878719224106
cg11970204	-0.347747953464559
cg12807330	-1.37595483990372
cg16938363	-1.00102839914493
cg01867395	0.538744368512173
cg08424749	-1.62737025476424
cg14036830	-0.725237133026999
cg16226962	-0.419689965377022
cg13523236	-3.29476123219674
cg00159523	-0.0258450718753902
cg19029181	-0.0166337876148931
cg26916576	-1.86776723528314
cg05800339	-1.3405981522888
cg06829686	-0.513530877538079
cg27365627	-0.278208038779242
cg11183227	-0.520611156394443
cg08136809	-1.01032801217299
cg11609556	-0.104352762371738
cg21709871	0.110252742328353
cg14993283	-2.63519140544813
cg18337222	-0.603670603733708
cg14441480	-0.0391165119397648
cg27493411	-0.876636218416159
cg15168727	-0.745471756636553
cg09848638	-1.45217363720664
cg11051055	0.235857818282372
cg26110883	0.555523572981283
cg22139166	1.13138096409223
cg00794400	-0.453702221313275
cg16053651	0.357346622162998
cg22994198	-0.0704644778248232
cg16419235	2.89779267331321
cg22521333	-1.98414434417657
cg27274542	-0.203316057124305
cg26445541	-1.56496078805434
cg06889971	0.813395869605882
cg03575969	-0.818748299366597
cg21030719	-4.00667117785396
cg17243628	-0.884966990756229
cg12546181	-1.25821660664515
cg02367696	-0.4746671833701
cg04164838	-0.056498159915046
cg21638161	-0.0348093759375274
cg13381984	-1.00964180167585
cg09636302	-1.26820140194271
cg08708229	-0.0314764929720339
cg02631838	-0.866834515774547
cg08621778	-0.117778581699184
cg10655021	-1.15629734913798
cg16284674	-1.12877243632482
cg12227172	-1.64135768940608
cg17540192	-1.28213300964265
cg26664161	-0.195824939543442
cg14644204	-2.26125118571453
cg22821355	-0.143370632608252
cg06594404	-2.82089593145079
cg10148764	-0.332148414433855
cg06893273	-0.659358612466678
cg15243578	-1.33283689394576
cg09050670	-0.697192947895648
cg16047279	0.286169750044117
cg02001279	-0.410340027425888
cg01942790	-0.849606106490775
cg05997730	0.0178163166234827
cg21869046	0.344599919138761
cg14562426	-0.256404123827442
cg18043267	-0.123901575155933
cg07140497	0.0161667635198378
cg07201996	-0.324020792241605
cg26354128	-1.44475373038276
cg25778262	0.566836453714718
cg06744585	-1.27735448681644
cg03036557	-3.13215620675115
cg18956549	0.147844845831845
cg14811319	-0.270857115469006
cg11717597	-0.641926441339313
cg12348202	-1.43619067410746
cg12473406	-0.670808312734584
cg22608646	0.582033660347313
cg11145772	-0.465543762461638
cg08876481	-0.450499582813409
cg10276227	-0.655383165141158
cg27561907	-0.127287673673005
cg05675373	-0.409792065474928
cg23189410	-0.4368070836278
cg13458609	-1.50509279014113
cg24695071	-1.09400715530038
cg01975495	-0.963082358206118
cg19051213	0.00141205232153952
cg08801479	0.62589380026075
cg17469479	-1.19309728757122
cg24789467	-0.563841870665336
cg19977966	-0.746614472395495
cg05412028	0.372066827887278
cg07895132	-0.908304978470022
cg22365240	0.0532631335349912
cg01323777	-0.0237044636484457
cg04977528	-0.405450374923872
cg01890836	0.0351305214942011
cg19163067	-0.630549494675955
cg13285174	-0.60826065312052
cg18247055	-0.773926267373972
cg27578811	-1.27289882497248
cg13026550	-1.35703326559303
cg22169990	-1.69884195604455
cg13307058	-0.638873660702195
cg17783401	0.266005360430364
cg12681784	-0.621154255012347
cg22985172	-1.00822744868019
cg12468774	-0.405973773689727
cg08183425	0.650164313877451
cg11409350	-1.12867940621787
cg02010738	-0.532470530330454
cg14858786	-4.85830392138907
cg10900641	-0.744861325752851
cg13832604	-0.869145562323043
cg24612059	-1.19853857449181
cg01135780	1.65515049559153
cg18643199	-0.145181237577616
cg26578983	-0.305009948824739
cg18126442	-1.78829394066944
cg13983686	0.28419961184028
cg04047221	-0.645441549007624
cg24159247	-1.665262559018
cg06505619	0.801689723866692
cg27287951	1.24801118736469
cg09854615	-2.39071615556539
cg18279094	-0.0835062994001473
cg26751645	-0.078042500701825
cg11868595	-0.701269009339301
cg16830930	-0.233308567813191
cg18034295	-0.391834567954431
cg14245804	-0.330999559534788
cg17017591	0.139002056833454
cg09482050	-0.853078199844157
cg18468088	3.5987266179708
cg09578937	-0.650461367950903
cg19025811	-1.77251472632008
cg08327269	0.185820919948255
cg25276892	0.658083929025434
cg27466532	-1.51648764938653
cg08079908	0.614187894790387
cg05196366	-1.77169260051846
cg25967031	-0.370115843292624
cg13980609	-2.06562976681173
cg23060513	-0.879439962482946
cg12226028	-0.747819126087581
cg24543696	-0.184761737710635
cg23998119	0.0926282798251104
cg10690919	-0.119046286195352
cg08386692	-0.0669611088026823
cg08690859	-0.687221921402861
cg12229367	-0.712923107033096
cg07957458	-0.974926456555572
cg08973950	-0.208477216431175
cg01915516	-2.35418257613272
cg16080125	-0.0017497246823109
cg10137837	-0.024557189688165
cg05978306	-1.45434693546519
cg23471393	-0.410882471997671
cg25792518	-0.395090315110453
cg10729426	0.0663370610673473
cg14066298	-0.586824691501455
cg13439596	-1.65947237205703
cg17480760	-1.31515689700942
cg15296767	-1.77372576693075
cg23305899	0.0502550860960375
cg06078467	-0.318980828528042
cg24852565	-0.569273442435981
cg08957484	-0.359058779516234
cg09667606	-0.922686514886583
cg04218812	-0.511717725377809
cg24436906	0.103296694418589
cg02016130	0.36333360697397
cg19172447	0.678299989985496
cg17484671	-0.506363733075294
cg11082362	3.22949041315798
cg25078444	0.00230378028470623
cg25499099	-0.884468217973826
cg18964590	-0.253487094077887
cg15030849	-0.372082783148718
cg16641055	-0.226772772643284
cg15971496	-0.382787452354361
cg02863489	0.354381244703465
cg14228484	0.170124285423735
cg27552679	-1.57191969647909
cg06125903	-0.134849590147896
cg26746936	-0.473422190176183
cg24928391	-1.28227182625143
cg06970884	-1.76042061624756
cg11969813	-0.0674114381753877
cg01055696	0.360082185439907
cg06894628	-0.211631096186446
cg23934927	-6.3332801252635
cg26073542	-0.512600717770947
cg10505257	-0.167558895628948
cg07573872	0.557225351687679
cg13876222	-0.553109702302943
cg02869559	-0.958823501443766
cg14352586	-0.840342511219516
cg17163527	-0.0561996788577543
cg05118960	-0.704434991470636
cg14338526	-1.10925135124699
cg16312514	-0.273093277772051
cg02577387	-0.15242706879525
cg04875128	1.42452909813986
cg14203118	-0.0769295735654272
cg17010827	0.158440829021509
cg03776506	-0.00214262881351106
cg07134632	-1.17776572528845
cg26675395	-0.000616264471326866
cg13300273	-0.506667428131978
cg02097604	2.33517250999945
cg16776981	-2.09117573460059
cg08358907	-1.21565636022805
cg02867242	-2.11391891496531
cg21469707	-0.318890893129346
cg13498289	-0.555116789771322
cg11299854	-3.29484582926202
cg10366093	-0.851345593188071
cg06765217	-2.89839878713435
cg23632752	-0.723472381449069
cg07068382	-0.652011838928034
cg21182108	0.0766932223572612
cg08380252	-0.330574998927927
cg07675031	-0.86661267032076
cg23346544	-0.658395380212866
cg17285931	-1.00393810240844
cg18655522	-0.266038575099158
cg16615829	-0.478324518229341
cg03581459	-1.37321677698195
cg12530994	-0.409802794430259
cg11900509	-0.00183304593656181
cg20299697	-0.182997791146697
cg11705975	0.732746381469384
cg23368787	-0.134773485949922
cg09126090	0.0346331484519705
cg03301200	-1.12432205628204
cg01101459	-0.961945699446374
cg07522194	-0.080473169102924
cg15996534	-0.0299404241388151
cg12946660	-0.114851526914115
cg24830730	-0.164416510521249
cg26963277	0.0364510048150821
cg07553761	2.42029214017816
cg02231404	-1.38279215259294
cg16019898	0.0996934886256963
cg12800803	-1.35827988494645
cg22084642	-0.083892404315057
cg14911690	4.08156069337938
cg13832290	2.70500648729804
cg05650846	-0.215495908759524
cg02085507	0.020803040284068
cg09401099	0.184348069943539
cg02150077	-0.811568468199102
cg21186299	7.64417576796117
cg11738976	-0.291810118442726
cg25397922	-0.789536703693715
cg06105699	-1.361416839661
cg01571001	1.55830380797231
cg10864319	-1.94405666840488
cg23051349	-0.0750382827990553
cg12634306	0.266322490008975
cg19283806	-0.843045429487751
cg19721065	0.00773437801582656
cg13389502	-0.582444253720429
cg07159958	-1.38930580328512
cg09887059	-0.225238108478046
cg18318878	0.343679816006363
cg13187188	0.73542436956757
cg23901918	-0.31649926013122
cg16038120	0.262822988188299
cg16497398	1.22752639538135
cg10111599	0.0829733060326624
cg15900248	-3.48044614731261
cg14349763	-0.730898554285547
cg15701612	0.818527438412026
cg23471348	-0.161869701876687
cg13782301	0.273111097898918
cg15071611	1.20654576348262
cg12685846	0.717867791305494
cg05576245	-0.0514676821319547
cg08934126	-0.0321283450812621
cg00033551	1.14191229229404
cg24862514	-0.0205779586213622
cg12071888	-0.131530101498943
cg11176990	7.55227923016592
cg05661282	1.14128002864101
cg03899510	-0.561691655908852
cg12013591	-0.088765577255133
cg21228424	0.452505425552189
cg16481791	-0.467712869174853
cg06829968	0.248936459455994
cg14556303	3.23064744328683
cg25933341	0.70435087715248
cg03126058	-0.6553599110198
cg22268271	-4.1525660252883
cg21159993	-0.688748928197895
cg05542681	0.963010298235636
cg11204212	1.0356124980764
cg10501210	-6.50976277224965
cg17694795	0.17876064756692
cg03512248	0.0552850236693806
cg00711896	2.03166009527842
cg16832267	0.725635648389845
cg06749872	-0.214833785211728
cg08186900	0.0919388711495074
cg07171111	3.75601152662346
cg07962934	0.112476714935509
cg01574513	-0.27326269879638
cg14176752	0.0500474459379765
cg08387014	1.08733720854306
cg00448707	1.02062712170469
cg04848343	0.0125122383617192
cg18322569	0.325083286660069
cg03655395	-0.506660079790133
cg09022921	2.77538350792535
cg22353329	5.86383955014387
cg01877778	4.35825764233761
cg20569855	0.280096512996011
cg23575858	0.10037961058996
cg08377398	-0.591549161671181
cg18316974	-0.00619667996722292
cg06700146	0.990760468522509
cg00779065	0.720752941421672
cg17511968	-0.413682195174919
cg13473356	0.556422032371401
cg13322252	-0.347752113498313
cg17158913	0.788012750893905
cg06391982	1.38861988556779
cg23752923	-2.56721366138171
cg04749646	0.563167448040097
cg17386710	3.46839613629106
cg08039301	1.99252635696506
cg09515953	2.24546080533205
cg21383487	0.570564817489768
cg07804973	0.688210619901653
cg18556834	1.72791862278411
cg15970666	1.10417409224364
cg11930114	0.388737914288875
cg20493718	1.77531225364586
cg03931865	-0.113318889903323
cg10967866	0.177582350840303
cg20625967	0.201905217034463
cg13939055	0.198693554440001
cg15341124	0.562238342268577
cg04074140	0.394600838178742
cg18280125	2.75495198349073
cg11909748	0.88138430144232
cg23220823	-0.304006187026837
cg27375378	0.348797379762721
cg26685941	-2.10601877766058
cg19821713	0.182917072093918
cg01542019	-1.0778960297545
cg23043544	0.256930211878478
cg14851263	0.160797481882667
cg22434506	0.0292818863101576
cg26003909	0.444518625437409
cg02051239	0.126590401721452
cg06784991	4.8961027090245
cg07047570	0.310953278835009
cg09965668	1.21545462927617
cg04212285	0.608362962286584
cg26330518	0.878112292296814
cg01510388	0.960354886964482
cg09084391	1.24293524403084
cg16385335	-0.101181354945688
cg00415665	0.609854148108543
cg08169949	0.677782847433396
cg08399733	1.05261864081059
cg21394171	0.191713356101529
cg26845300	0.208995137271442
cg23445461	2.71946803595539
cg19401340	3.72595203769293
cg24497732	2.0867596676069
cg26734888	0.103758845820136
cg04116545	-5.228424990503
cg17810176	0.449486063124475
cg00233028	0.146310438950948
cg25050951	0.730018001070526
cg04388919	0.0106609414097462
cg27252164	1.06771979958573
cg26648465	0.301780824660499
cg12728588	0.678783033881057
cg14615927	0.0526588107507978
cg20697025	1.33056491881766
cg05449217	0.343335887444555
cg25241559	0.901685709258133
cg20601192	2.74207951258658
cg12873476	-0.620334323425907
cg02067712	0.165903217108807
cg12400336	2.2503129360992
cg06768361	0.565727760026684
cg00176863	0.981216618737965
cg03775416	0.0830151332406002
cg12848065	0.268856543434901
cg07060551	4.24618133814293
cg15254559	0.0122462923366519
cg03738025	1.20014455754931
cg19473656	0.762460134807202
cg10640944	0.963882819614703
cg04961582	0.665966224161676
cg07135614	0.00796992418029235
cg15746851	-1.06221057138715
cg18476766	0.049491263723681
cg10964367	1.25577930823263
cg13846270	1.10803396832963
cg05349062	0.834587208947481
cg22728904	0.0242285972081746
cg15690475	1.36364352769146
cg21566642	-0.73127073230333
cg20660269	-1.64820700332797
cg15043384	0.540465420502583
cg06192381	-3.15719179869466
cg03342928	0.613350114991344
cg01966117	-1.05725784178107
cg24830898	0.0790386767667152
cg19075225	1.20811947827866
cg02213678	0.343082045457214
cg14557185	0.802844985599788
cg15205547	0.683726205847117
cg04547675	0.0998506690961587
cg08527324	-0.126897053344586
cg11310693	-0.0332295003934243
cg05184016	0.259459508811286
cg12597389	2.87660952313082
cg16644497	1.97946864644655
cg08046044	0.757931369635501
cg03987199	0.13685028870157
cg05928290	0.605183368780017
cg11747349	0.258371534241771
cg21063716	0.0362027142971044
cg18136895	0.109559642517261
cg00384539	0.588423136899989
cg05259891	0.959061443221154
cg06145800	0.681594988577587
cg07955995	6.79004914453417
cg21887193	0.847263283893915
cg09944697	0.627667793424431
cg07996594	2.67462728068873
cg22078805	0.0802724613746335
cg14343513	0.224285301150713
cg13917614	-0.222124425873719
cg25129541	-0.750039193639142
cg06679494	-1.49986193054035
cg17916490	1.51260177085978
cg08438435	1.1256072595689
cg04894619	1.84678199283026
cg00565688	0.9394130433386
cg17890940	0.146189340501727
cg18031326	0.0167496309901755
cg04440361	0.0874399785227754
cg07005055	0.660501676878481
cg17804348	0.748769279789363
cg06937409	0.74811957539809
cg17510385	2.32063678325701
cg10338787	-0.257574859926875
cg07923390	1.34977577717619
cg00711496	1.20665069467388
cg26305504	0.436153012976302
cg14556683	1.35482889126339
cg10804656	2.49239353244244
cg25235958	0.312335608212701
cg04908625	0.616415966937756
cg02552255	-0.17180815548143
cg06230805	0.0561519379795703
cg19324997	3.02681278208824
cg06279276	0.529054062159174
cg12737938	0.217116695592396
cg27432653	0.835710475063502
cg18315935	0.232055484210899
cg04940570	3.70904631934943
cg23479742	-0.814205295825589
cg25527618	0.842955355401009
cg23051272	0.419112071464207
cg09864227	-0.525584279531423
cg24932788	-1.64427628542357
cg17216759	0.947558255935943
cg10843343	-0.600215555018443
cg25806701	-0.412267213470351
cg20251225	-0.346415061559577
cg15609237	1.85033584592005
cg16867657	12.5935601041617
cg12811871	-1.07942013849802
cg20879085	2.47064282449137
cg18482303	0.165736388754719
cg19046826	-0.440438330052914
cg21375204	-0.431850778836652
cg17326555	0.511961271623146
cg23016129	0.154202755895492
cg18445088	1.377566760189
cg01354961	0.187885168797289
cg05949667	-0.165511030602145
cg23740758	0.539291151374415
cg13647155	-0.176082320365485
cg07642566	1.36904222208968
cg05301188	-0.0442115286503985
cg21159778	1.61042757637014
cg07769588	-0.155798517980344
cg14621254	0.357000442951993
cg22282410	1.43512653310129
cg03078400	-1.26941674457517
cg25921813	1.00200617242511
cg04187185	-1.48070424078869
cg14614094	2.71757223965212
cg14757228	0.0761087886355231
cg11429111	0.611486962937061
cg00034101	0.265417777717808
cg21483700	-1.20989015984259
cg14746276	-2.82865377190779
cg10580293	-0.848127791317478
cg09614389	0.812239777692606
cg16279084	0.010147367753404
cg19070894	-0.762116019143914
cg03760191	2.108424697342
cg15404665	0.173257060914853
cg04605980	0.403868774241964
cg15133018	0.158469230442394
cg01873886	2.02421187866974
cg02479575	1.47147524896698
cg08157575	-0.26186416642506
cg24222580	1.38987378658891
cg15154047	0.445860094917595
cg10591771	0.0157062424333023
cg00094518	1.24254626967186
cg10281977	0.0385696254357043
cg11538641	0.676535166634402
cg24125828	0.959085211062405
cg22138735	-0.465952025338334
cg09935271	-0.644527905645077
cg08715791	-0.461330323439546
cg11006267	1.19477058484741
cg14567917	0.221797322082337
cg15219145	0.609562366308691
cg11468085	-0.620276342901861
cg22454769	2.83015050026036
cg02755525	0.308307634726934
cg26027669	0.475377350825996
cg21084284	0.914317931131463
cg27649348	-1.70428454686125
cg08151705	0.239155372716352
cg15504461	0.678573944908634
cg23689227	0.793961794489633
cg27455578	-1.38777278340849
cg06062378	0.471130727529545
cg04955914	-1.66578829277283
cg01083131	-0.0871640520500718
cg16115072	0.2835030363161
cg05988548	-0.786852148807631
cg27499860	0.509229595349847
cg20797216	-0.100547591034853
cg13849525	-0.0137463745347462
cg17837191	1.10337761375789
cg10240148	-0.0203482257279311
cg05926722	0.68055471609811
cg17782713	-2.65679965716778
cg24853724	1.44479615381237
cg01498832	0.893912018093456
cg12592359	2.14556378294457
cg02978139	1.41926502922088
cg04546097	1.35794972271791
cg18123677	0.456732037259566
cg22700848	2.35635180692516
cg20674658	1.16595577497628
cg11885433	0.797934221250711
cg11529128	1.36230866675095
cg27209578	2.11219605219776
cg13435326	0.80942945319817
cg10538146	0.95232264101868
cg05296818	1.78912287110531
cg17156534	0.538342591872093
cg19533955	1.06156563918708
cg08022543	1.47523944400918
cg04646282	4.90893771404688
cg16764274	3.52238074736384
cg25462189	1.0364162606568
cg05661982	0.293968684436153
cg08615650	2.45417547704417
cg06092729	-3.14042558805607
cg08593157	0.292586982442141
cg21702188	2.66297630961186
cg14392653	0.136134574974414
cg10691109	0.180455442786896
cg07536102	1.9828491423807
cg09100343	0.135584125899377
cg11661281	0.215796789407856
cg17496921	0.197150304267218
cg04408858	0.429371489499034
cg01067137	0.373332004756891
cg27412975	0.563104398510387
cg16649560	1.040128259933
cg26196496	1.12574950646556
cg25709146	1.61744733264937
cg20010135	-0.0779655990866299
cg10681065	0.936368309656808
cg25427880	1.95408043737514
cg27422507	0.165760066705446
cg20733077	0.256907601649288
cg24427724	0.887150612554476
cg20344388	1.19038642671
cg06329491	0.624600858334481
cg08382072	0.644471700818993
cg17069533	0.835170350647878
cg20761853	0.673983457550772
cg18811819	1.98410100713794
cg18369325	2.75616338517758
cg08985885	2.35696484409179
cg27246571	0.346908073574981
cg26325867	-0.0465437986032378
cg14523574	0.0600643244259793
cg14999189	2.50722560634
cg20923885	1.02105980868589
cg01695994	1.52574308678964
cg07298547	0.0624980445885049
cg20948740	1.57119208538851
cg23482898	0.0110546703325978
cg03032497	2.17853795529734
cg03523785	2.37270118604324
cg00575672	1.11940026201199
cg03266686	3.72989259586251
cg25361506	0.0578564843466546
cg13645954	0.726924059277933
cg10658666	3.35641688614312
cg05546763	2.22125983951619
cg20898283	2.03018146447296
cg05578595	0.336274218003958
cg15457899	0.0823549021375787
cg14900031	0.89098388430327
cg14102437	0.55546910915407
cg20319926	0.847244599276299
cg25426867	0.114876248039676
cg08280936	-0.0424931225134134
cg23045972	0.345998341697858
cg02451670	0.203623268226459
cg13022222	0.246061106329344
cg23594345	0.233431948386143
cg13824500	0.30901832366681
cg10317164	0.683244447600202
cg14373068	-0.529938532123063
cg22358580	3.28789090316674
cg08521967	0.833377748580542
cg06574422	2.35298160881563
cg20936529	0.0549245263894473
cg09178261	1.15021311066725
cg08688043	2.05106107323635
cg05339037	2.98793144381496
cg23004527	2.0199322861541
cg15252509	0.180826066717898
cg15415507	2.35894749895888
cg09763439	0.077595167679558
cg01894064	0.270821337189003
cg23303074	-0.605592218431226
cg21780428	0.499396524967778
cg11649376	-3.05405685747526
cg05318503	0.0556612926627103
cg23008153	-2.31024540227589
cg13289579	0.936845714066962
cg24731111	-1.32119407639631
cg24105685	0.821122586439348
cg26468891	0.207125897218667
cg08005460	0.003479425613809
cg01276475	0.0608049328549084
cg07452306	1.82789573979822
cg07342322	0.955935828896247
cg11271171	0.833933039276876
cg19756313	0.876646347168664
cg01426818	0.958890213318999
cg06846976	0.0515122579117868
cg04658615	0.532080328699319
cg09906752	-0.396781397421526
cg24890964	4.01279565961222
cg01894508	0.749237417473676
cg04359840	0.0261883877408636
cg01163369	0.372466946257232
cg15900052	0.840889035317177
cg12948621	0.309640762919881
cg04987734	0.378495987912409
cg09099868	0.389818256067287
cg26219540	0.324378018221897
cg21577356	0.184647526943357
cg04036920	1.31217362316796
cg06474661	-0.500631143493016
cg07875215	0.244069617124632
cg05339633	0.62813918299848
cg27660720	0.648564302823556
cg00088797	1.26652403403399
cg12307200	0.292331345473343
cg21106695	0.0614671634736391
cg13046853	0.695823469547048
cg08220120	0.445583462702422
cg23510764	-0.695180502122202
cg00878605	0.226876792400353
cg04980928	0.333387907686289
cg00745389	0.000755093799077899
cg04084157	0.566761252777856
cg02114954	-0.0902848858312813
cg01511232	0.564175602428371
cg15246619	0.89532689376735
cg03286535	0.334814140409919
cg10495047	0.0123865912130512
cg02441474	0.145827404666552
cg14099457	0.17893455066201
cg21632975	0.444781133884439
cg11124130	0.15350246402105
cg09975367	0.045539153588443
cg12453631	0.554341209396845
cg04794690	0.427472209527956
cg05425754	0.765174786796764
cg12217291	0.328347265662725
cg06818777	-0.649090573733285
cg21024112	0.956005738468261
cg00866476	-1.62217473103273
cg08904363	1.21695914348507
cg24024660	0.880038362610808
cg06868946	1.03880876644565
cg22947000	0.828541266654931
cg24169822	0.111593350639658
cg05600717	-0.269595276042842
cg16184803	0.768101469209286
cg13628022	-0.2963940049183
cg05766064	0.173095967894564
cg00168942	-0.858485225513097
cg02031326	-0.244998385229514
cg10037068	-0.0311522171337112
cg03619256	0.859095522387783
cg01405107	0.618328111531433
cg03646329	1.0906633256728
cg09580336	0.452927704748487
cg17101703	-2.73575657410291
cg13872898	0.0985879453376824
cg16608498	0.968588567172274
cg05377527	-0.609906091746064
cg01797043	-0.055880081579684
cg12757011	0.5798006819692
cg09352789	-0.736807822066426
cg13928411	0.000971670516228496
